country,region,Happiness Rank,HappinessScore,LowerCI,UpperCI,Economy,Social Support,Health _LE,Freedom,Corruption,Generosity,Dystopia,year
Afghanistan,Southern Asia,153,3.575,3.5145536,3.6354464,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,2015
Afghanistan,Southern Asia,154,3.36,3.288,3.432,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,2016
Afghanistan,Southern Asia,141,3.79399991,3.873661415,3.714338405,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2.150801182,2017
Afghanistan,Southern Asia,145,3.632,,,0.332,0.537,0.255,0.085,0.036,0.191,,2018
Afghanistan,Southern Asia,154,3.203,,,0.35,0.517,0.361,0,0.025,0.158,,2019
Afghanistan,Southern Asia,153,2.566900015,2.505529642,2.628270388,0.30070585,0.356433839,0.266051531,0,0.001225785,0.135234714,1.507235646,2020
Afghanistan,Southern Asia,149,2.523,2.449,2.596,0.37,0,0.126,0,0.01,0.122,1.895,2021
Albania,Central and Eastern Europe,95,4.959,4.8607452,5.0572548,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,1.89894,2015
Albania,Central and Eastern Europe,109,4.655,4.546,4.764,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,2016
Albania,Central and Eastern Europe,109,4.644000053,4.752464006,4.5355361,0.996192753,0.803685248,0.731159747,0.381498635,0.039864216,0.201312944,1.490441561,2017
Albania,Central and Eastern Europe,112,4.586,,,0.916,0.817,0.79,0.419,0.032,0.149,,2018
Albania,Central and Eastern Europe,107,4.719,,,0.947,0.848,0.874,0.383,0.027,0.178,,2019
Albania,Central and Eastern Europe,105,4.882699966,4.772713184,4.992686749,0.906653047,0.830483913,0.846329629,0.461945891,0.025361285,0.171027765,1.640897036,2020
Albania,Central and Eastern Europe,93,5.117,5.001,5.234,1.008,0.529,0.646,0.491,0.024,0.168,2.25,2021
Algeria,Middle East and North Africa,68,5.605,5.5050596,5.7049404,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,2015
Algeria,Middle East and North Africa,38,6.355,6.227,6.483,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,2016
Algeria,Middle East and North Africa,53,5.872000217,5.978286434,5.765714001,1.091864467,1.146217465,0.617584646,0.233335808,0.14609611,0.069436647,2.567603827,2017
Algeria,Middle East and North Africa,84,5.295,,,0.979,1.154,0.687,0.077,0.135,0.055,,2018
Algeria,Middle East and North Africa,88,5.211,,,1.002,1.16,0.785,0.086,0.114,0.073,,2019
Algeria,Middle East and North Africa,100,5.005099773,4.918397427,5.09180212,0.943856001,1.143003583,0.745418549,0.083943799,0.129190654,0.118915014,1.840811729,2020
Algeria,Middle East and North Africa,109,4.887,4.783,4.991,0.946,0.765,0.552,0.119,0.12,0.144,2.242,2021
Angola,Sub-Saharan Africa,137,4.033,3.9397432,4.1262568,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939,2015
Angola,Sub-Saharan Africa,141,3.866,3.753,3.979,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016
Angola,Sub-Saharan Africa,140,3.795000076,3.951641935,3.638358217,0.85842818,1.10441196,0.049868666,0,0.069720335,0.09792649,1.614482403,2017
Angola,Sub-Saharan Africa,142,3.795,,,0.73,1.125,0.269,0,0.061,0.079,,2018
Argentina,Latin America and Caribbean,30,6.574,6.4836048,6.6643952,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.836,2015
Argentina,Latin America and Caribbean,26,6.65,6.56,6.74,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985,2016
Argentina,Latin America and Caribbean,24,6.598999977,6.690085086,6.507914868,1.185295463,1.440451145,0.695137084,0.494519204,0.059739888,0.109457061,2.614005327,2017
Argentina,Latin America and Caribbean,29,6.388,,,1.073,1.468,0.744,0.57,0.054,0.062,,2018
Argentina,Latin America and Caribbean,47,6.086,,,1.092,1.432,0.881,0.471,0.05,0.066,,2019
Argentina,Latin America and Caribbean,55,5.974699974,5.869954109,6.079445839,1.028465629,1.372543693,0.849773705,0.520840347,0.060415059,0.070100471,2.072540998,2020
Argentina,Latin America and Caribbean,57,5.929,5.819,6.04,1.162,0.98,0.646,0.544,0.067,0.069,2.461,2021
Armenia,Central and Eastern Europe,127,4.35,4.2566452,4.4433548,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873,2015
Armenia,Central and Eastern Europe,121,4.36,4.266,4.454,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,2016
Armenia,Central and Eastern Europe,121,4.375999928,4.466734612,4.285265243,0.900596738,1.007483721,0.637524426,0.198303267,0.026674422,0.083488092,1.521499157,2017
Armenia,Central and Eastern Europe,129,4.321,,,0.816,0.99,0.666,0.26,0.028,0.077,,2018
Armenia,Central and Eastern Europe,116,4.559,,,0.85,1.055,0.815,0.283,0.064,0.095,,2019
Armenia,Central and Eastern Europe,116,4.676799774,4.561953068,4.791646481,0.808262408,1.034576893,0.77585727,0.378075808,0.104618184,0.107225738,1.468161583,2020
Armenia,Central and Eastern Europe,86,5.283,5.168,5.397,0.996,0.758,0.585,0.54,0.198,0.079,2.127,2021
Australia,Australia and New Zealand,10,7.284,7.2039732,7.3640268,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562,2.26646,2015
Australia,Australia and New Zealand,9,7.313,7.241,7.385,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2.5465,2016
Australia,Australia and New Zealand,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.30118373,0.47769925,2.065210819,2017
Australia,Australia and New Zealand,10,7.272,,,1.34,1.573,0.91,0.647,0.302,0.361,,2018
Australia,Australia and New Zealand,11,7.228,,,1.372,1.548,1.036,0.557,0.29,0.332,,2019
Australia,Australia and New Zealand,12,7.222799778,7.140791416,7.30480814,1.310396433,1.477146268,1.022607684,0.621877193,0.335996419,0.324973613,2.129804134,2020
Australia,Australia and New Zealand,11,7.183,7.102,7.265,1.453,1.076,0.801,0.647,0.317,0.291,2.598,2021
Austria,Western Europe,13,7.2,7.1264804,7.2735196,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2.5332,2015
Austria,Western Europe,12,7.119,7.045,7.193,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343,2016
Austria,Western Europe,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.221060365,0.316472322,2.138506413,2017
Austria,Western Europe,12,7.139,,,1.341,1.504,0.891,0.617,0.224,0.242,,2018
Austria,Western Europe,10,7.246,,,1.376,1.475,1.016,0.532,0.226,0.244,,2019
Austria,Western Europe,9,7.294199944,7.228804111,7.359595776,1.317285538,1.437444925,1.000933528,0.603368878,0.281256139,0.255509764,2.398446083,2020
Austria,Western Europe,10,7.268,7.198,7.337,1.492,1.062,0.782,0.64,0.292,0.215,2.784,2021
Azerbaijan,Central and Eastern Europe,80,5.212,5.1460852,5.2779148,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,2015
Azerbaijan,Central and Eastern Europe,81,5.291,5.226,5.356,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,2016
Azerbaijan,Central and Eastern Europe,85,5.234000206,5.299286535,5.168713877,1.153601766,1.152400255,0.540775776,0.398155838,0.180987507,0.04526934,1.762481689,2017
Azerbaijan,Central and Eastern Europe,87,5.201,,,1.024,1.161,0.603,0.43,0.176,0.031,,2018
Azerbaijan,Central and Eastern Europe,90,5.208,,,1.043,1.147,0.769,0.351,0.182,0.035,,2019
Azerbaijan,Central and Eastern Europe,89,5.164800167,5.097773552,5.231826782,0.990272701,1.180613041,0.731134057,0.467734724,0.247307181,0.040113214,1.507632971,2020
Azerbaijan,Central and Eastern Europe,90,5.171,5.091,5.25,1.025,0.841,0.541,0.526,0.276,0.043,1.919,2021
Bahrain,Middle East and North Africa,49,5.96,5.8539248,6.0660752,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,2015
Bahrain,Middle East and North Africa,42,6.218,6.128,6.308,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,2016
Bahrain,Middle East and North Africa,41,6.086999893,6.178989068,5.995010719,1.488412261,1.323110461,0.653133035,0.536746919,0.25704217,0.172668487,1.656149387,2017
Bahrain,Middle East and North Africa,43,6.105,,,1.338,1.366,0.698,0.594,0.123,0.243,,2018
Bahrain,Middle East and North Africa,37,6.199,,,1.362,1.368,0.871,0.536,0.11,0.255,,2019
Bahrain,Middle East and North Africa,40,6.227300167,6.066811085,6.387789249,1.296692252,1.31532371,0.838836372,0.610399902,0.126697257,0.287453711,1.751917362,2020
Bahrain,Middle East and North Africa,22,6.647,6.514,6.779,1.409,0.899,0.662,0.661,0.139,0.246,2.631,2021
Bangladesh,Southern Asia,109,4.694,4.6336908,4.7543092,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,2015
Bangladesh,Southern Asia,110,4.643,4.56,4.726,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016
Bangladesh,Southern Asia,110,4.607999802,4.689821658,4.526177945,0.586682975,0.735131741,0.533241034,0.478356659,0.123717859,0.172255352,1.978736162,2017
Bangladesh,Southern Asia,115,4.5,,,0.532,0.85,0.579,0.58,0.144,0.153,,2018
Bangladesh,Southern Asia,125,4.456,,,0.562,0.928,0.723,0.527,0.143,0.166,,2019
Bangladesh,Southern Asia,107,4.832799911,4.75415659,4.911443233,0.556156278,0.868800581,0.694940507,0.604130566,0.176735908,0.176745117,1.755261898,2020
Bangladesh,Southern Asia,101,5.025,4.934,5.115,0.635,0.52,0.514,0.603,0.164,0.161,2.427,2021
Belarus,Central and Eastern Europe,59,5.813,5.7358152,5.8901848,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,2015
Belarus,Central and Eastern Europe,61,5.802,5.723,5.881,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,2016
Belarus,Central and Eastern Europe,67,5.568999767,5.646114244,5.491885291,1.15655756,1.444945216,0.637714267,0.295400262,0.156313822,0.155137509,1.723232985,2017
Belarus,Central and Eastern Europe,73,5.483,,,1.039,1.498,0.7,0.307,0.154,0.101,,2018
Belarus,Central and Eastern Europe,81,5.323,,,1.067,1.465,0.789,0.235,0.142,0.094,,2019
Belarus,Central and Eastern Europe,75,5.539899826,5.467262268,5.612537384,1.018854499,1.38713932,0.75258857,0.290755868,0.193607435,0.08993306,1.8069911,2020
Belarus,Central and Eastern Europe,75,5.534,5.442,5.625,1.124,1.007,0.56,0.326,0.199,0.07,2.247,2021
Belgium,Western Europe,19,6.937,6.866538,7.007462,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2.41484,2015
Belgium,Western Europe,18,6.929,6.861,6.997,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,2016
Belgium,Western Europe,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.251343131,0.231503338,2.124210358,2017
Belgium,Western Europe,16,6.927,,,1.324,1.483,0.894,0.583,0.24,0.188,,2018
Belgium,Western Europe,18,6.923,,,1.356,1.504,0.986,0.473,0.21,0.16,,2019
Belgium,Western Europe,20,6.863500118,6.796133995,6.930866241,1.295842767,1.398677588,0.964901149,0.499805421,0.208724052,0.146966159,2.348626614,2020
Belgium,Western Europe,20,6.834,6.767,6.901,1.463,0.998,0.747,0.489,0.187,0.088,2.862,2021
Belize,Latin America and Caribbean,52,5.956,5.71,6.202,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,2016
Belize,Latin America and Caribbean,50,5.955999851,6.197242318,5.714757385,0.907975316,1.081417799,0.450191766,0.547509372,0.096581072,0.240015641,2.631955624,2017
Belize,Latin America and Caribbean,49,5.956,,,0.807,1.101,0.474,0.593,0.089,0.183,,2018
Benin,Sub-Saharan Africa,155,3.34,3.2683424,3.4116576,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,2015
Benin,Sub-Saharan Africa,153,3.484,3.404,3.564,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,2016
Benin,Sub-Saharan Africa,143,3.657000065,3.745783551,3.568216578,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,1.885630965,2017
Benin,Sub-Saharan Africa,136,4.141,,,0.378,0.372,0.24,0.44,0.067,0.163,,2018
Benin,Sub-Saharan Africa,102,4.883,,,0.393,0.437,0.397,0.349,0.082,0.175,,2019
Benin,Sub-Saharan Africa,86,5.21600008,5.063591957,5.368408203,0.366244704,0.352428436,0.328062952,0.40583989,0.125931874,0.196670428,3.440809727,2020
Benin,Sub-Saharan Africa,99,5.045,4.901,5.189,0.507,0.058,0.196,0.457,0.178,0.166,3.482,2021
Bhutan,Southern Asia,79,5.253,5.18979,5.31621,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,1.63794,2015
Bhutan,Southern Asia,84,5.196,5.138,5.254,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,2016
Bhutan,Southern Asia,97,5.011000156,5.079334562,4.942665751,0.885416389,1.340126514,0.495879292,0.501537681,0.17338039,0.474054545,1.140184402,2017
Bhutan,Southern Asia,97,5.082,,,0.796,1.335,0.527,0.541,0.171,0.364,,2018
Bhutan,Southern Asia,95,5.082,,,0.813,1.321,0.604,0.457,0.167,0.37,,2019
Bolivia,Latin America and Caribbean,51,5.89,5.7794168,6.0005832,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,2015
Bolivia,Latin America and Caribbean,59,5.822,5.74,5.904,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,2016
Bolivia,Latin America and Caribbean,58,5.822999954,5.903976903,5.742023006,0.833756566,1.227619052,0.47363025,0.558732927,0.060477726,0.225560725,2.443279028,2017
Bolivia,Latin America and Caribbean,62,5.752,,,0.751,1.223,0.508,0.606,0.054,0.141,,2018
Bolivia,Latin America and Caribbean,61,5.779,,,0.776,1.209,0.706,0.511,0.064,0.137,,2019
Bolivia,Latin America and Caribbean,65,5.747499943,5.648234844,5.846765041,0.730976343,1.142350554,0.662445664,0.5744645,0.072942637,0.138375074,2.425928593,2020
Bolivia,Latin America and Caribbean,69,5.716,5.613,5.819,0.842,0.782,0.486,0.6,0.064,0.138,2.805,2021
Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,4.8135052,5.0844948,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,2015
Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,5.063,5.263,0.93383,0.64367,0.70766,0.09511,0,0.29889,2.48406,2016
Bosnia and Herzegovina,Central and Eastern Europe,90,5.18200016,5.276335687,5.087664634,0.982409418,1.069335938,0.705186307,0.204403177,0,0.328867495,1.892172575,2017
Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,,,0.915,1.078,0.758,0.28,0,0.216,,2018
Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,,,0.945,1.212,0.845,0.212,0.006,0.263,,2019
Bosnia and Herzegovina,Central and Eastern Europe,69,5.674099922,5.583183289,5.765016556,0.91839546,1.203986526,0.813928187,0.305365741,0.001172487,0.264005244,2.16724205,2020
Bosnia and Herzegovina,Central and Eastern Europe,64,5.813,5.715,5.911,1.032,0.919,0.618,0.395,0.005,0.261,2.583,2021
Botswana,Sub-Saharan Africa,128,4.332,4.2352936,4.4287064,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,2015
Botswana,Sub-Saharan Africa,137,3.974,3.875,4.073,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016
Botswana,Sub-Saharan Africa,142,3.766000032,3.874122666,3.657877399,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448,0.377913713,2017
Botswana,Sub-Saharan Africa,146,3.59,,,1.017,1.174,0.417,0.557,0.092,0.042,,2018
Botswana,Sub-Saharan Africa,148,3.488,,,1.041,1.145,0.538,0.455,0.1,0.025,,2019
Botswana,Sub-Saharan Africa,147,3.478899956,3.360236168,3.597563744,0.997548997,1.08569479,0.494101733,0.50908941,0.101786368,0.033407487,0.257240534,2020
Botswana,Sub-Saharan Africa,146,3.467,3.322,3.611,1.099,0.724,0.34,0.539,0.088,0.027,0.648,2021
Brazil,Latin America and Caribbean,16,6.983,6.9031104,7.0628896,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,3.26001,2015
Brazil,Latin America and Caribbean,17,6.952,6.875,7.029,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,3.50733,2016
Brazil,Latin America and Caribbean,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.111092761,0.162349895,2.769267082,2017
Brazil,Latin America and Caribbean,28,6.419,,,0.986,1.474,0.675,0.493,0.088,0.11,,2018
Brazil,Latin America and Caribbean,32,6.3,,,1.004,1.439,0.802,0.39,0.086,0.099,,2019
Brazil,Latin America and Caribbean,32,6.375599861,6.295650005,6.455549717,0.952679873,1.363464117,0.766119063,0.483292729,0.106518604,0.131674588,2.571860313,2020
Brazil,Latin America and Caribbean,35,6.33,6.245,6.415,1.028,0.944,0.571,0.514,0.117,0.142,3.015,2021
Bulgaria,Central and Eastern Europe,134,4.218,4.1233712,4.3126288,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015
Bulgaria,Central and Eastern Europe,129,4.217,4.104,4.33,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016
Bulgaria,Central and Eastern Europe,105,4.714000225,4.803694706,4.624305744,1.161459088,1.434379458,0.70821768,0.289231718,0.011051531,0.113177694,0.996139288,2017
Bulgaria,Central and Eastern Europe,100,4.933,,,1.054,1.515,0.712,0.359,0.009,0.064,,2018
Bulgaria,Central and Eastern Europe,97,5.011,,,1.092,1.513,0.815,0.311,0.004,0.081,,2019
Bulgaria,Central and Eastern Europe,96,5.101500034,5.014826775,5.188173294,1.046554685,1.460578918,0.777776897,0.417820066,0,0.103833713,1.294961452,2020
Bulgaria,Central and Eastern Europe,88,5.266,5.16,5.371,1.181,1.055,0.583,0.494,0.005,0.125,1.823,2021
Burkina Faso,Sub-Saharan Africa,152,3.587,3.5022496,3.6717504,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494,2015
Burkina Faso,Sub-Saharan Africa,145,3.739,3.647,3.831,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,2016
Burkina Faso,Sub-Saharan Africa,134,4.032000065,4.124059064,3.939941065,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685,1.727212906,2017
Burkina Faso,Sub-Saharan Africa,121,4.424,,,0.314,1.097,0.254,0.312,0.128,0.175,,2018
Burkina Faso,Sub-Saharan Africa,115,4.587,,,0.331,1.056,0.38,0.255,0.113,0.177,,2019
Burkina Faso,Sub-Saharan Africa,112,4.768700123,4.647048473,4.890351772,0.302467644,0.9293859,0.312833875,0.322398156,0.126408055,0.186390609,2.588826418,2020
Burkina Faso,Sub-Saharan Africa,113,4.834,4.675,4.993,0.364,0.472,0.179,0.381,0.122,0.182,3.133,2021
Burundi,Sub-Saharan Africa,157,2.905,2.7353032,3.0746968,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,2015
Burundi,Sub-Saharan Africa,157,2.905,2.732,3.078,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,2016
Burundi,Sub-Saharan Africa,154,2.904999971,3.074690333,2.73530961,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,1.683024168,2017
Burundi,Sub-Saharan Africa,156,2.905,,,0.091,0.627,0.145,0.065,0.076,0.149,,2018
Burundi,Sub-Saharan Africa,145,3.775,,,0.046,0.447,0.38,0.22,0.18,0.176,,2019
Burundi,Sub-Saharan Africa,140,3.775300026,3.565340042,3.98526001,0,0.403575271,0.295212835,0.275399059,0.212186828,0.187401786,2.401507378,2020
Burundi,Sub-Saharan Africa,140,3.775,3.565,3.985,0,0.062,0.155,0.298,0.212,0.172,2.876,2021
Cambodia,Southeastern Asia,145,3.819,3.7196476,3.9183524,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,2015
Cambodia,Southeastern Asia,140,3.907,3.798,4.016,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,2016
Cambodia,Southeastern Asia,129,4.168000221,4.278517814,4.057482629,0.601765096,1.006238341,0.429783404,0.633375823,0.068105951,0.385922968,1.042941093,2017
Cambodia,Southeastern Asia,120,4.433,,,0.549,1.088,0.457,0.696,0.065,0.256,,2018
Cambodia,Southeastern Asia,109,4.7,,,0.574,1.122,0.637,0.609,0.062,0.232,,2019
Cambodia,Southeastern Asia,106,4.848400116,4.734706879,4.962093353,0.544634938,1.071426034,0.587904334,0.674940348,0.072837502,0.233342081,1.663300037,2020
Cambodia,Southeastern Asia,114,4.83,4.698,4.963,0.603,0.68,0.426,0.702,0.061,0.21,2.148,2021
Cameroon,Sub-Saharan Africa,133,4.252,4.1603112,4.3436888,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071,2015
Cameroon,Sub-Saharan Africa,114,4.513,4.417,4.609,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,2016
Cameroon,Sub-Saharan Africa,107,4.695000172,4.796540857,4.593459486,0.564305365,0.946018219,0.132892117,0.430388749,0.051306631,0.236298457,2.333645582,2017
Cameroon,Sub-Saharan Africa,99,4.975,,,0.535,0.891,0.182,0.454,0.043,0.183,,2018
Cameroon,Sub-Saharan Africa,96,5.044,,,0.549,0.91,0.331,0.381,0.037,0.187,,2019
Cameroon,Sub-Saharan Africa,98,5.084899902,4.952999592,5.216800213,0.503958046,0.89972645,0.270189553,0.439242482,0.054393422,0.198020101,2.719370842,2020
Cameroon,Sub-Saharan Africa,91,5.142,4.996,5.288,0.543,0.556,0.159,0.425,0.058,0.205,3.195,2021
Canada,North America,5,7.427,7.3573612,7.4966388,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811,2.45176,2015
Canada,North America,6,7.404,7.335,7.473,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485,2016
Canada,North America,7,7.315999985,7.384402835,7.247597134,1.479204416,1.481348991,0.834557652,0.611100912,0.287371516,0.435539722,2.187264442,2017
Canada,North America,7,7.328,,,1.33,1.532,0.896,0.653,0.291,0.321,,2018
Canada,North America,9,7.278,,,1.365,1.505,1.039,0.584,0.308,0.285,,2019
Canada,North America,11,7.23210001,7.152905464,7.311294556,1.301647663,1.435391903,1.022501945,0.644028127,0.351701856,0.28152892,2.195269108,2020
Canada,North America,14,7.103,7.021,7.185,1.447,1.044,0.798,0.648,0.335,0.246,2.585,2021
Central African Republic,Sub-Saharan Africa,148,3.678,3.5582048,3.7977952,0.0785,0,0.06699,0.48879,0.08289,0.23835,2.7223,2015
Central African Republic,Sub-Saharan Africa,155,2.693000078,2.864884269,2.521115887,0,0,0.018772686,0.270842046,0.056565076,0.280876487,2.066004753,2017
Central African Republic,Sub-Saharan Africa,155,3.083,,,0.024,0,0.01,0.305,0.038,0.218,,2018
Central African Republic,Sub-Saharan Africa,155,3.083,,,0.026,0,0.105,0.225,0.035,0.235,,2019
Central African Republic,Sub-Saharan Africa,149,3.475899935,3.250141382,3.701658487,0.041072082,0,0,0.292814463,0.028264718,0.253513217,2.860197544,2020
Chad,Sub-Saharan Africa,149,3.667,3.591932,3.742068,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,2015
Chad,Sub-Saharan Africa,144,3.763,3.672,3.854,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,2016
Chad,Sub-Saharan Africa,137,3.936000109,4.034711524,3.837288693,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385,2.071238041,2017
Chad,Sub-Saharan Africa,131,4.301,,,0.358,0.907,0.053,0.189,0.06,0.181,,2018
Chad,Sub-Saharan Africa,132,4.35,,,0.35,0.766,0.192,0.174,0.078,0.198,,2019
Chad,Sub-Saharan Africa,127,4.422699928,4.27524662,4.570153236,0.302287489,0.739118278,0.1087441,0.228601769,0.085755408,0.210805088,2.74742651,2020
Chad,Sub-Saharan Africa,128,4.355,4.171,4.54,0.255,0.353,0,0.24,0.084,0.215,3.209,2021
Chile,Latin America and Caribbean,27,6.67,6.55632,6.78368,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2.67585,2015
Chile,Latin America and Caribbean,24,6.705,6.615,6.795,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2.95505,2016
Chile,Latin America and Caribbean,20,6.65199995,6.73925056,6.564749341,1.25278461,1.284024954,0.819479704,0.376895279,0.082287982,0.326662421,2.509585857,2017
Chile,Latin America and Caribbean,25,6.476,,,1.131,1.331,0.808,0.431,0.061,0.197,,2018
Chile,Latin America and Caribbean,26,6.444,,,1.159,1.369,0.92,0.357,0.056,0.187,,2019
Chile,Latin America and Caribbean,39,6.228499889,6.138881207,6.318118572,1.096992493,1.323286891,0.889260828,0.417482227,0.06284935,0.155579001,2.283012867,2020
Chile,Latin America and Caribbean,43,6.172,6.081,6.262,1.2,0.946,0.678,0.438,0.07,0.159,2.682,2021
China,Eastern Asia,84,5.14,5.0924896,5.1875104,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,2015
China,Eastern Asia,83,5.245,5.199,5.291,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,2016
China,Eastern Asia,79,5.272999763,5.31927809,5.226721437,1.081165791,1.160837412,0.741415501,0.472787708,0.022794275,0.028806841,1.764938593,2017
China,Eastern Asia,86,5.246,,,0.989,1.142,0.799,0.597,0.103,0.029,,2018
China,Eastern Asia,93,5.191,,,1.029,1.125,0.893,0.521,0.1,0.058,,2019
China,Eastern Asia,94,5.123899937,5.073132515,5.174667358,0.990533412,1.132080674,0.867248535,0.601605117,0.117255554,0.079021044,1.336181879,2020
China,Eastern Asia,84,5.339,5.281,5.397,1.061,0.785,0.665,0.636,0.117,0.093,1.982,2021
Colombia,Latin America and Caribbean,33,6.477,6.3780004,6.5759996,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,2015
Colombia,Latin America and Caribbean,31,6.481,6.384,6.578,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,2016
Colombia,Latin America and Caribbean,36,6.356999874,6.452020054,6.261979694,1.070622325,1.402182937,0.595027924,0.477487415,0.046668742,0.149014473,2.616068125,2017
Colombia,Latin America and Caribbean,37,6.26,,,0.96,1.439,0.635,0.531,0.039,0.099,,2018
Colombia,Latin America and Caribbean,43,6.125,,,0.985,1.41,0.841,0.47,0.034,0.099,,2019
Colombia,Latin America and Caribbean,44,6.163400173,6.052697659,6.274102688,0.93220371,1.33445096,0.810020149,0.526890039,0.04584837,0.092374094,2.421656609,2020
Colombia,Latin America and Caribbean,52,6.012,5.892,6.132,1.021,0.866,0.615,0.554,0.063,0.1,2.794,2021
Comoros,Sub-Saharan Africa,140,3.956,3.8619788,4.0500212,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,1.95812,2015
Comoros,Sub-Saharan Africa,138,3.956,3.86,4.052,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,2016
Comoros,Sub-Saharan Africa,142,3.973,,,0.274,0.757,0.505,0.142,0.078,0.275,,2019
Comoros,Sub-Saharan Africa,134,4.288599968,4.1232934,4.453906536,0.415620774,0.723232806,0.437383324,0.181028232,0.100048535,0.258538276,2.17276907,2020
Comoros,Sub-Saharan Africa,131,4.289,4.123,4.454,0.488,0.367,0.279,0.202,0.101,0.241,2.61,2021
